sample,ENSG00000157150.4,ENSG00000139618.14,ENSG00000133687.15,ENSG00000082175.14,ENSG00000012048.19,ENSG00000140009.18,ENSG00000196569.11,ENSG00000091831.21,ENSG00000107485.15,ENSG00000141736.13
TCGA-AR-A24Q-01,-1.6394,0.8961,3.8993,-1.4699,1.0503,-3.6259,1.2333,0.9716,2.6805,5.6832
TCGA-AR-A0U0-01,-4.6082,2.0878,0.3346,-3.4580,3.2220,-3.6259,-0.1665,-1.0262,2.2783,5.8286
TCGA-BH-A0AU-11,2.5658,-0.3752,3.4075,4.3555,1.5806,-1.8314,2.4359,5.3133,6.1827,6.2296
TCGA-B6-A0RG-01,-1.6394,-0.5332,-0.1345,3.3478,2.2082,-4.2934,2.4144,6.8397,8.9986,6.7685
TCGA-A7-A0CE-01,-1.2481,-3.4580,0.0580,-1.1811,3.5923,-3.4580,0.7748,2.6850,4.4203,6.4867
TCGA-AC-A2FO-01,2.1444,-0.0130,2.1476,-0.0130,1.8363,-2.6349,3.6961,7.1519,7.1611,7.3826
TCGA-C8-A12Y-01,0.9568,-2.4659,1.8242,3.1377,1.6045,-5.5735,1.5165,5.5072,8.2558,6.2761
TCGA-B6-A0X4-01,1.1770,0.0718,-0.1345,4.1069,1.6558,-2.8262,-2.7274,6.8302,8.5544,5.6608
TCGA-BH-A1FB-11,3.2189,-0.2671,3.3134,1.3511,1.2516,-1.7809,3.2466,6.1932,6.6426,6.4951
TCGA-A7-A13G-11,8.1379,-2.1140,4.5429,-0.5332,0.8647,1.1706,4.1828,2.4279,1.9968,2.3816
TCGA-AC-A2BM-01,-1.9379,1.0503,0.5666,3.8167,2.9013,-2.1140,1.5366,5.3893,8.8726,5.4213
TCGA-E2-A15G-01,-0.9406,0.5271,-0.1504,6.1221,2.1444,-3.3076,0.6699,7.7652,8.5642,6.7892
TCGA-D8-A146-01,2.4805,0.0158,1.4335,4.3470,1.3225,-2.4659,2.6161,7.6256,7.6056,5.9324
TCGA-C8-A12U-01,-3.1714,1.6374,-2.1779,-1.8836,2.3135,-2.3884,-1.1488,5.2392,8.1289,5.6191
TCGA-B6-A0WT-01,-1.5522,2.4386,0.2642,5.4532,3.1701,-2.9324,2.2633,6.2071,7.6180,6.3766
TCGA-C8-A27A-01,-4.2934,3.1311,-0.1187,2.5413,3.9232,-2.9324,1.6695,6.0321,8.3467,5.6479
TCGA-A8-A081-01,-2.8262,1.9073,-0.4325,-4.0350,4.1441,-2.6349,-0.1504,7.7912,7.1967,7.7329
TCGA-AO-A03O-01,-1.8836,0.4016,-0.1345,2.7508,2.7679,-3.0469,-0.1187,6.9628,8.0126,6.5370
TCGA-A7-A13F-11,7.0555,-0.3940,4.1044,2.6579,1.1770,-0.7346,3.8837,2.4701,4.4797,5.0335
TCGA-D8-A1XW-01,-4.6082,0.2642,0.6239,-3.0469,1.7009,-4.2934,1.0079,-0.6873,4.7082,5.7115
TCGA-E2-A15L-01,0.2154,1.7828,-0.3566,3.7072,3.0740,-3.6259,2.2663,6.6840,7.3683,6.5239
TCGA-E2-A105-01,-0.9686,1.6234,0.1903,1.5950,3.5863,-2.7274,1.2756,8.1022,8.1631,6.8670
TCGA-E2-A15H-01,-2.6349,1.0711,0.3231,2.0638,1.8879,-2.9324,1.7489,5.2208,8.4329,9.6730
TCGA-BH-A1EV-11,4.9156,0.9493,4.1036,3.5399,2.0395,-0.7108,3.9308,4.1563,5.5404,7.2682
TCGA-BH-A18S-01,-2.4659,-0.6873,-1.8836,3.6486,2.3871,-3.8160,-0.5332,7.3874,8.6577,7.3204
TCGA-AR-A1AO-01,0.5271,1.6374,2.3193,0.2277,1.5316,-2.9324,1.8801,1.5216,5.0326,5.1194
TCGA-AC-A23G-01,0.0580,-1.0559,1.4652,3.7410,1.4962,-5.0116,2.9581,5.0527,7.3772,6.1129
TCGA-BH-A18R-11,5.1152,-0.9132,4.0357,1.1833,1.1833,-0.3566,4.2601,5.3541,6.8930,5.7738
TCGA-AN-A0FV-01,-2.3884,1.6281,-0.9686,-2.9324,2.0183,-3.6259,1.3846,1.1050,6.8188,11.1300
TCGA-AR-A24Z-01,1.7141,1.7828,-1.2481,3.7160,3.3883,-3.6259,0.8408,8.2372,7.4837,5.7099
TCGA-D8-A145-01,3.2737,0.8568,2.5804,-0.2159,2.0004,-1.3183,3.6759,7.2510,7.7458,6.5478
TCGA-D8-A1XB-01,-3.3076,1.3397,2.2330,5.9939,2.9525,-4.2934,2.9929,6.9674,7.4046,6.3073
TCGA-A2-A0YL-01,0.2522,0.0440,3.0110,4.9964,2.0465,-1.9942,3.8239,5.1736,7.7065,5.7258
TCGA-A7-A5ZX-01,-0.3566,-1.3183,2.5828,3.0568,0.9568,-3.8160,3.6555,4.8910,7.4386,7.3662
TCGA-S3-AA15-01,1.0779,1.2576,0.9115,-2.6349,1.3623,-1.5105,1.7053,0.3115,3.5633,3.9031
TCGA-BH-A1FH-11,4.4364,-0.2159,3.4061,0.8327,0.8961,-1.5951,3.6983,2.8381,4.8729,5.3263
TCGA-E9-A1RI-11,7.3034,-1.8836,5.2001,0.4125,1.3340,0.6050,4.0636,2.1988,2.8260,2.5852
TCGA-C8-A12Q-01,-0.0130,1.1641,0.9568,-1.4699,1.9264,-3.3076,2.6418,1.2696,5.5201,10.9500
TCGA-BH-A0HI-01,4.1652,0.5859,0.1257,3.4713,1.6187,-3.1714,1.2333,7.3967,8.0390,6.4727
TCGA-A2-A0EW-01,3.3577,0.2522,2.9820,3.0002,1.2696,-2.4659,3.9137,6.0864,7.2525,6.5138
TCGA-A2-A0D2-01,-1.7322,0.7493,0.2154,-2.2447,0.3346,-3.3076,-0.2498,-1.1172,4.5060,5.3534
TCGA-EW-A1J3-01,2.9450,1.6374,0.0990,3.1507,2.9071,-2.7274,1.0503,6.3756,8.3251,9.2810
TCGA-EW-A1P3-01,0.8726,0.8568,0.4125,3.6555,2.3106,-2.5479,1.0915,6.4920,8.8416,7.2591
TCGA-EW-A424-01,-0.5125,0.1388,1.3623,4.0348,1.6093,-4.0350,2.8562,5.2173,8.1124,6.3402
TCGA-BH-A1EY-01,-0.9132,0.9268,0.3346,3.3535,1.4281,-3.4580,2.8280,6.4675,6.6462,5.7217
TCGA-A2-A259-01,0.3573,0.4447,2.9375,4.7198,0.5763,-2.4659,2.3649,7.3521,7.5528,5.4992
TCGA-E2-A1B1-01,2.1702,2.1476,2.4857,1.3454,1.8524,-2.4659,3.5086,2.9469,7.0503,8.5279
TCGA-BH-A1F0-11,6.2064,-0.8084,3.7593,1.7403,0.6425,-0.9686,2.9581,4.8798,6.3279,5.5781
TCGA-AR-A2LR-01,0.9789,2.4198,3.3003,-2.3884,2.8877,-2.3147,3.0602,-1.0262,1.0779,5.6882
TCGA-D8-A1XF-01,-2.5479,2.6067,0.1903,-2.0529,4.3349,-3.6259,0.3115,6.5691,8.4019,6.6865
TCGA-A7-A0D9-11,7.1020,-1.3921,4.6764,0.0854,1.2271,0.1519,3.5791,2.1509,1.7009,3.5657
TCGA-EW-A3U0-01,1.0007,0.5763,1.6512,-4.0350,2.0040,-1.1172,1.6466,-1.2481,2.4960,5.2227
TCGA-AR-A0U4-01,0.2998,1.1512,-0.2671,-3.3076,1.4808,-2.7274,-0.1345,0.3231,4.6583,4.3513
TCGA-C8-A26X-01,-3.6259,0.2881,0.1124,-3.1714,1.2875,-2.1140,1.3846,-0.5543,3.8044,6.7918
TCGA-E9-A1N6-01,-3.3076,1.0711,0.8805,3.1062,2.1247,-4.2934,1.5950,6.1412,7.7179,7.3727
TCGA-A8-A08C-01,-0.6873,0.1648,-0.7834,-1.4305,1.7141,-3.3076,0.6239,8.0261,8.6413,6.6840
TCGA-BH-A0H7-01,-2.8262,-0.1665,-0.4325,3.5387,1.8036,-2.6349,2.6067,5.7493,6.8420,5.7738
TCGA-BH-A0E1-01,0.5666,1.6604,2.5536,6.5382,3.1781,-3.8160,1.7489,6.2132,7.7464,5.7504
TCGA-LL-A7T0-01,-0.3022,0.0440,-1.8314,-3.4580,3.2811,-2.9324,0.6145,6.2856,6.7861,7.2711
TCGA-BH-A28Q-01,-0.6873,0.4125,1.2516,4.6323,1.8524,-3.8160,3.0199,6.1020,7.9572,7.0632
TCGA-A2-A1FX-01,-1.8836,2.2330,3.1604,3.7226,3.7550,-3.3076,2.3704,6.9089,8.1791,6.1552
TCGA-E2-A10F-01,0.4657,1.1641,1.3109,6.5566,2.3019,-3.3076,2.8055,5.8342,7.8569,6.3555
TCGA-A7-A4SD-01,-3.1714,1.4441,-0.9686,-3.6259,2.4332,-2.1779,0.8488,-0.8599,3.8905,5.8756
TCGA-BH-A0BS-11,4.2488,-1.1811,3.3192,1.1897,1.4335,-1.5105,1.7403,5.4350,6.9615,6.4689
TCGA-A1-A0SE-01,0.4447,0.5763,1.8160,4.6023,2.5137,-2.9324,2.6302,5.0884,7.8903,6.8236
TCGA-E2-A1B5-01,2.4649,1.5266,1.5013,-1.2828,0.3231,-2.5479,2.6019,2.8622,6.0534,4.0480
TCGA-BH-A0DE-01,3.1045,0.2881,2.5707,2.4727,2.3337,-3.4580,1.5514,5.8625,7.2979,7.0942
TCGA-E2-A14P-01,2.6624,2.4063,2.8137,-3.0469,3.4791,-1.7809,0.4552,-0.5332,6.4440,11.0086
TCGA-E9-A227-01,1.7185,0.1388,2.7487,3.7050,1.8484,-3.6259,2.4063,5.7921,7.4810,5.6801
TCGA-OL-A5D7-01,-2.1779,0.7146,-0.8863,-5.0116,2.5972,-2.6349,0.2277,-0.1828,4.3484,4.5442
TCGA-A8-A07O-01,-0.7588,0.7321,-0.8084,-2.6349,3.4116,-5.5735,-0.1504,1.8762,3.9974,5.1429
TCGA-BH-A18T-01,-1.0262,2.8178,-0.4521,-3.4580,3.2796,-5.0116,0.6517,0.3796,4.8069,6.1058
TCGA-AO-A0JA-01,0.5370,1.0642,4.7672,1.0983,1.9415,-2.9324,3.0944,5.6611,7.3359,5.9727
TCGA-BH-A0BM-11,2.7636,-0.0725,3.2065,1.9895,1.1770,-2.6349,1.7403,5.1879,6.8295,6.2147
TCGA-B6-A0IO-01,-0.3752,0.6880,0.8488,1.4808,2.2019,-3.6259,0.3115,7.9935,7.9931,5.7669
TCGA-E9-A1QZ-01,3.9626,1.3109,2.3280,2.9356,3.3506,-1.5951,2.6161,6.2978,7.5955,6.5958
TCGA-AC-A2B8-01,2.8260,0.4016,3.3759,5.4951,1.2271,-1.3921,3.0876,5.3789,7.3334,6.3714
TCGA-E2-A1LH-01,-0.1187,-0.1993,-1.0262,-4.6082,1.2085,-2.1779,-0.1187,-0.9406,1.6281,5.4043
TCGA-OL-A66J-01,4.1859,-0.5756,1.5013,-2.0529,1.0983,-2.9324,1.7912,6.4169,8.3004,7.3923
TCGA-HN-A2OB-01,2.6043,-1.3183,2.1894,3.2929,0.9038,-2.4659,4.3604,4.9589,7.0506,7.3391
TCGA-EW-A1OY-01,-1.5951,-0.1828,4.4829,3.4264,2.5561,-4.6082,-0.2498,7.6705,7.8922,6.6314
TCGA-A2-A0CQ-01,-1.0262,-0.8339,1.1960,3.5473,1.6281,-2.3884,-0.0877,6.7075,8.1138,6.1479
TCGA-AR-A1AL-01,3.7017,1.5366,3.0550,5.2246,2.2144,-2.8262,4.0696,5.6384,7.3470,6.6305
TCGA-BH-A18L-11,5.3352,-0.4719,3.9571,3.5237,0.9568,0.0300,3.4183,5.8051,6.0685,5.7851
TCGA-E9-A22B-01,2.3423,0.0854,1.7273,-2.1779,1.6466,-5.0116,1.6604,6.3726,7.3714,5.9079
TCGA-C8-A26Z-01,-2.8262,1.2023,-0.7834,-2.1140,2.5852,-3.8160,2.1798,9.1006,7.8245,7.1538
TCGA-E2-A1IH-01,1.2636,1.2815,1.4441,2.3423,2.1345,-2.1779,2.8341,5.7905,7.6866,5.9482
TCGA-OL-A66H-01,-0.0574,-0.2671,-0.0130,0.1648,2.1047,-2.1140,0.7058,6.1904,7.7598,6.2599
TCGA-BH-A1EU-11,4.2847,-0.2671,4.0841,2.7530,0.9343,-1.3548,3.2189,5.3284,6.1761,5.8829
TCGA-E2-A14S-01,-2.4659,1.0711,2.2872,2.1670,2.7721,-5.0116,1.3679,7.8299,8.5877,6.2983
TCGA-A8-A07E-01,0.9268,0.9568,2.5263,-0.0425,1.7273,-1.2142,4.0366,6.8903,6.7829,5.5607
TCGA-C8-A1HO-01,-2.3884,0.8408,-0.3940,-0.1665,1.6604,-3.8160,1.8242,6.5005,9.7975,4.5002
TCGA-A2-A1FZ-01,2.6019,0.2154,1.9302,4.7274,2.4779,-2.9324,2.7292,7.3500,8.1730,6.8115
TCGA-D8-A27M-01,1.2992,1.3051,1.0915,-2.1779,0.7233,-0.9971,1.5465,0.6699,3.4622,4.9810
TCGA-E9-A228-01,-1.6850,2.4090,0.6425,-2.9324,3.6635,-3.8160,1.2394,7.8292,8.6096,8.5521
TCGA-E9-A1RA-01,0.7407,-0.5125,0.5859,4.2304,1.9675,-2.9324,1.3956,5.7926,8.0127,6.3094
TCGA-AR-A1AW-01,-1.9379,1.3679,0.9419,3.0270,2.4306,-1.1811,2.1957,5.8741,6.8780,6.0475
TCGA-A7-A4SE-01,0.0990,1.7786,0.6239,-1.9942,1.0151,-5.5735,1.2023,-0.1828,2.8178,5.3709
TCGA-EW-A1P8-01,1.0151,2.3677,-0.1504,-1.6850,2.8542,-4.0350,-0.7346,1.0573,5.9660,5.3775
TCGA-BH-A0H6-01,1.0079,-0.1031,-0.6193,6.9938,1.2455,-4.2934,2.0776,6.3602,7.0851,6.1613
TCGA-D8-A1JF-01,-1.3183,1.5998,4.1061,-3.1714,1.7360,-2.3884,2.1702,1.3051,3.5161,6.2763
TCGA-OL-A6VQ-01,1.1897,0.8568,2.1080,4.2818,1.5854,-2.4659,3.4868,5.3906,7.3056,6.8321
TCGA-C8-A273-01,-1.6850,0.6332,0.0580,1.5165,1.9264,-3.6259,2.1013,6.1918,9.0298,5.4145
TCGA-C8-A132-01,-1.7322,1.2394,1.1770,1.7786,1.8801,-2.8262,2.7227,6.5824,7.1268,10.7428
TCGA-AR-A2LJ-01,1.9786,-1.5522,0.0580,2.0325,0.9419,-2.9324,2.4306,3.7678,7.4862,9.3970
TCGA-A8-A075-01,-1.1811,2.3536,1.7097,-1.0262,2.0535,-1.4699,0.2998,4.0541,7.8108,5.8498
TCGA-A1-A0SD-01,0.0718,-0.1345,3.6816,1.2934,1.6695,-3.4580,2.5137,6.2331,7.8610,7.3276
TCGA-A2-A3Y0-01,-2.5479,-0.1031,1.4065,-5.5735,2.1798,-1.9942,-0.5756,2.0638,5.1412,4.6634
TCGA-EW-A6SD-01,-3.8160,1.3051,-0.3201,-2.8262,1.8957,-2.1779,0.8961,-1.7322,6.0481,10.4560
TCGA-BH-A0B7-11,1.9822,0.5069,3.7345,4.3191,1.9859,-1.2828,2.4571,4.9036,5.4486,6.3567
TCGA-LQ-A4E4-01,3.2374,0.4657,0.5069,-1.4305,2.2723,-3.3076,1.4011,7.7360,7.3405,6.4175
TCGA-AR-A256-01,-0.4719,2.2842,-1.5951,-3.4580,2.5263,-3.4580,1.7141,-1.8314,5.1859,4.4615
TCGA-A2-A0T3-01,0.0300,2.3193,3.2841,5.0943,3.2781,-3.3076,1.5115,6.6819,7.5587,6.3988
TCGA-BH-A0HN-01,-6.5064,-1.6394,-2.9324,2.0076,0.9642,-4.0350,0.0158,7.4528,8.3438,7.0634
TCGA-E2-A2P5-01,-2.7274,0.1776,-0.5973,3.5287,1.9675,-3.3076,1.7660,5.7864,8.2022,5.5280
TCGA-A7-A0CD-01,-1.0559,-0.1828,3.0463,5.3349,3.5803,-4.0350,1.3679,7.4705,8.8899,7.6210
TCGA-BH-A1F2-11,6.1803,-0.8339,4.6708,0.9716,1.1184,0.6969,3.6939,3.8670,5.3155,5.1883
TCGA-A8-A07I-01,-0.6193,2.2723,0.4125,-2.4659,2.5363,-2.7274,1.9188,6.7727,7.8398,10.4766
TCGA-BH-A208-01,-1.4699,0.6332,1.6093,-1.1172,-0.1031,-4.0350,3.6994,0.0718,2.0465,5.3463
TCGA-BH-A1F6-01,-1.9379,1.1706,0.0440,-3.6259,2.1345,-2.5479,0.8164,-0.1031,2.6850,5.3053
TCGA-E2-A1IK-01,6.6025,-0.7108,-0.0277,3.5682,1.5563,-3.0469,0.1257,7.9150,8.2927,4.1788
TCGA-AR-A24X-01,0.1648,0.9493,1.1960,5.2612,2.5585,-3.8160,2.3981,5.1206,7.8104,7.0242
TCGA-E2-A1IE-01,1.8643,0.3460,1.0222,1.5013,3.2662,-4.0350,1.0983,7.1485,8.4850,6.9332
TCGA-A7-A2KD-01,-2.1779,2.4171,0.5666,3.9089,4.1970,-2.9324,1.7446,6.3427,7.4416,10.5565
TCGA-AR-A24T-01,0.9038,-0.2498,1.4652,5.8268,2.1574,-3.3076,4.0153,6.0235,7.9452,6.4029
TCGA-BH-A0DZ-11,1.6604,0.3685,2.1345,2.8974,1.4704,-2.9324,2.2144,2.9637,6.3946,9.0598
TCGA-E9-A1N5-11,1.6695,1.8643,3.5851,3.7160,2.4805,-1.8836,3.4451,3.4868,6.0119,6.1338
TCGA-E2-A150-01,-2.7274,0.8327,-0.6643,-3.4580,2.1894,-2.8262,1.8643,-0.4719,5.2495,5.4186
TCGA-AR-A251-01,0.4967,1.0007,0.7664,-3.1714,3.4116,-1.4305,1.7009,1.6695,4.2142,5.1819
TCGA-BH-A0B1-01,-1.2828,0.9038,0.9642,5.1086,2.6090,-3.0469,2.5804,7.0791,7.3845,6.0011
TCGA-D8-A1JE-01,4.2274,2.0360,1.8160,4.3184,2.6828,-3.6259,2.5511,7.7616,8.2283,5.1907
TCGA-A2-A0CP-01,0.6239,-0.8863,1.3225,4.8269,-0.3022,-3.4580,2.3508,4.9151,7.6467,6.0403
TCGA-AC-A2FM-11,5.0321,-3.0469,2.3898,2.7422,-0.0130,-2.1140,2.4306,4.2095,6.4271,6.3600
TCGA-C8-A274-01,4.1724,0.7146,-1.8836,-1.3183,2.5731,-4.2934,-1.1811,7.6875,7.7168,6.6496
TCGA-AO-A0JC-01,-0.4921,1.7744,0.8408,0.5859,2.2019,0.2029,0.9115,4.7383,5.6860,3.5971
TCGA-Z7-A8R6-01,-0.2671,1.5661,2.0111,2.9948,3.1129,-3.6259,1.3679,5.6276,8.3961,5.9088
TCGA-AR-A0U2-01,-1.7322,2.8055,0.6050,1.3225,4.3758,-2.7274,2.1766,5.7690,7.5748,6.4767
TCGA-B6-A0IH-01,-0.4921,-0.5973,2.7029,3.3464,1.1833,-2.1779,3.5596,5.7624,8.0867,6.3586
TCGA-E9-A5FK-01,2.3479,-2.1779,1.4388,2.7508,-0.1187,-2.8262,1.6785,5.2991,7.3281,6.0627
TCGA-EW-A1PB-01,-4.0350,1.3901,-2.2447,-6.5064,-0.5756,-2.1140,-0.6873,-0.7588,4.6877,5.1843
TCGA-BH-A0E9-01,1.8918,0.2400,3.3177,3.8778,2.0076,-2.3147,3.4868,7.2679,8.1656,7.0442
TCGA-E9-A1NH-01,-0.3022,0.6145,0.9115,0.8408,0.9568,-3.0469,2.8994,7.0713,8.0154,6.5970
TCGA-EW-A2FW-01,-1.1811,1.7360,-0.6193,1.0079,4.2654,-4.2934,0.6050,7.4029,9.3210,6.7415
TCGA-A2-A04Y-01,0.9038,0.6332,0.5370,1.2209,1.8604,-2.6349,0.1388,5.3848,6.9502,6.1857
TCGA-A7-A3IY-01,4.2951,-0.8863,-0.3566,4.2691,1.7786,-4.0350,-0.5332,6.5440,7.5755,4.4816
TCGA-AO-A0J8-01,2.9319,0.4552,-0.4325,3.7105,1.9111,-4.6082,1.3397,6.9355,8.3703,6.9186
TCGA-A2-A4S0-01,-0.6643,-0.8339,-1.3921,6.0648,1.9786,-5.0116,-0.3566,7.8234,9.3587,5.6074
TCGA-MS-A51U-01,1.9340,-0.5332,1.5266,3.1939,1.1770,-2.2447,3.3177,4.9146,8.1341,7.1178
TCGA-BH-A0DQ-11,1.2576,-0.4131,3.0234,4.4667,1.3956,-2.6349,3.2220,5.0326,5.9201,6.4180
TCGA-AO-A12E-01,3.0287,1.6830,2.4883,3.3250,3.3206,-2.0529,2.1411,5.4367,7.2470,6.5812
TCGA-A2-A1G0-01,0.9115,-0.2498,1.7229,4.4641,2.5238,-1.2828,3.6474,5.0131,7.7647,7.9118
TCGA-BH-A0DG-01,0.9038,1.0079,2.0604,-0.6416,1.0779,-2.5479,2.7444,4.9538,7.5816,5.7132
TCGA-E2-A1IO-01,-0.0130,-0.1993,1.6558,3.1653,1.8404,-2.4659,3.7857,5.4539,7.0689,6.8595
TCGA-D8-A1XZ-01,-3.8160,1.9302,0.1519,-2.1140,2.0844,-4.0350,0.8568,4.9524,7.8847,5.3906
TCGA-AR-A0TY-01,-1.9942,2.3816,-0.3383,-3.0469,2.2842,-3.8160,0.1776,7.1028,7.3191,5.8286
TCGA-A2-A0SW-01,0.3231,-0.0725,0.1519,1.6512,1.4120,-2.0529,1.0293,5.9593,5.9519,3.7464
TCGA-D8-A1X6-01,-3.4580,1.4547,1.1184,5.1591,3.1733,-3.8160,-0.3940,7.5223,8.7435,6.1649
TCGA-BH-A18U-11,3.2143,-0.3383,3.6101,3.3003,1.4011,-1.9942,3.5706,5.4353,5.7030,6.2983
TCGA-OL-A5DA-01,-1.3548,-0.7108,0.3685,2.2960,1.6420,-4.6082,1.7870,6.1779,8.7474,7.0032
TCGA-A7-A5ZV-01,-5.5735,-0.8084,2.6138,-5.5735,1.9859,-4.6082,3.1426,-2.5479,3.7561,6.5027
TCGA-LL-A50Y-01,0.2400,-1.9379,-1.3921,3.5994,1.5266,-2.4659,-0.0277,6.8968,8.2423,7.4208
TCGA-EW-A1OX-01,-4.0350,-0.7108,2.4934,1.3567,1.1897,-3.1714,-1.3183,6.7521,8.9994,6.1385
TCGA-BH-A0HW-01,-3.4580,0.5568,-1.3548,-3.3076,3.4143,-4.2934,-2.1779,7.9963,9.4392,7.6825
TCGA-AR-A1AM-01,0.4552,-0.0277,1.0642,1.6604,0.6517,-1.5105,3.7453,4.9814,8.5732,7.4861
TCGA-BH-A0BP-01,5.0985,0.0854,2.1638,-0.9686,0.5763,-2.2447,2.6783,6.6516,6.7612,5.1534
TCGA-4H-AAAK-01,-1.9942,0.6608,-0.3383,3.9166,2.2603,-5.5735,3.3293,5.3772,7.8867,7.1848
TCGA-A2-A0CR-01,1.8242,-2.0529,0.8805,2.5188,0.5271,-1.9942,2.0076,3.8944,6.6200,5.4555
TCGA-BH-A5IZ-01,-3.1714,0.3907,-1.7322,-5.0116,3.0515,-4.0350,0.3231,3.3577,3.6030,6.0389
TCGA-AO-A03T-01,2.0912,-0.9971,0.8082,0.2998,1.3623,-3.6259,-0.2671,4.6041,6.8337,5.2642
TCGA-E2-A15M-11,5.3792,-1.8314,4.4006,2.8661,0.6790,-2.0529,4.3625,4.6491,5.8778,5.8202
TCGA-B6-A1KF-01,-3.1714,1.2696,2.0360,-4.6082,2.1476,-4.6082,0.5370,1.9226,5.8508,8.7803
TCGA-D8-A1Y3-01,-4.6082,-0.8084,4.8345,1.4228,3.1179,-5.5735,0.4657,4.9933,8.5263,5.9912
TCGA-LL-A441-01,0.0014,1.2815,0.8246,-0.1665,2.0500,-0.9971,2.1638,1.8957,4.4404,5.4916
TCGA-A8-A0A2-01,-1.7322,-0.5125,1.1117,4.2181,1.6740,-2.6349,2.6670,7.5271,8.1631,6.5182
TCGA-E2-A576-01,0.5069,-1.2142,0.8408,2.2268,2.4623,-2.9324,0.4340,6.6028,7.5132,6.9223
TCGA-GM-A3NW-01,1.6695,-1.5105,0.5470,-2.9324,1.3956,-3.3076,2.0742,5.8664,8.1732,7.0798
TCGA-B6-A1KC-01,-0.8339,-0.6193,4.2158,-3.4580,2.8838,-5.0116,1.2756,6.3368,9.1670,5.6059
TCGA-AQ-A54O-01,-0.7588,-1.4305,-2.9324,1.9968,1.0079,-9.9658,-0.2671,5.7968,8.5229,5.8900
TCGA-D8-A1JT-01,-6.5064,0.7579,-0.7108,5.1946,2.6873,-3.6259,-0.0725,7.5541,9.2318,5.4400
TCGA-A2-A04P-01,-2.0529,0.0440,-1.0559,-4.2934,-2.1779,-2.3147,-1.7322,2.4359,4.0748,4.5398
TCGA-BH-A18K-01,-0.0574,0.0014,1.0573,2.1247,1.8683,-4.0350,1.4962,5.6770,8.1623,5.9718
TCGA-E2-A56Z-01,-0.1665,-1.2481,-0.8599,0.6332,2.4035,-2.6349,-1.1172,7.4492,8.3811,6.2240
TCGA-BH-A18Q-11,3.5149,-0.0725,4.1836,1.4281,1.3679,-1.0862,3.0927,5.4377,7.1071,6.3400
TCGA-A7-A13E-01,-1.19209097525,1.61714164205,0.645526742271,-1.58064356598,2.58359727804,0.372240023907,2.03481590866,1.70530027363,0.260210569659,6.14017442081
TCGA-A8-A096-01,1.7744,1.6558,1.0711,0.3231,2.6114,-4.2934,1.1382,6.9069,7.8567,6.1371
TCGA-E2-A1LS-01,-1.6850,-0.3383,-2.1140,-3.1714,-0.3383,-5.5735,-0.3566,-1.9942,3.8289,3.3264
TCGA-OL-A66N-01,1.9188,-1.9942,0.0718,-2.6349,0.4340,-3.4580,1.7828,4.5085,7.0659,6.9382
TCGA-A2-A0CX-01,-2.9324,1.4174,0.1257,-2.6349,1.5758,-3.4580,1.5950,0.8246,6.2852,10.1173
TCGA-AC-A2FF-11,1.4011,0.5069,3.0619,2.8622,2.0569,-2.1779,3.9166,3.3897,6.1629,6.3510
TCGA-A1-A0SM-01,2.4518,-0.0574,-0.5125,-1.8314,0.8488,-5.0116,1.0779,5.2544,7.4938,10.9310
TCGA-A2-A0EM-01,-0.013,-0.4131,0.03,6.0299,1.7575,-4.2934,1.934,6.9442,7.9337,6.4077
TCGA-B6-A40B-01,0.1257,-0.7834,-1.3548,2.9562,1.6466,-3.4580,1.6964,4.6212,8.0265,7.0600
TCGA-AQ-A04H-01,-0.9132,1.0642,-0.0725,-2.4659,3.1145,-5.0116,1.0293,8.2013,8.5353,8.6496
TCGA-LL-A6FP-01,-0.8339,-2.7274,-3.1714,-6.5064,-0.1345,-5.5735,-1.9379,6.5045,8.3212,6.9449
TCGA-A2-A0T5-01,-1.5522,0.4447,2.0810,4.6583,2.3019,-3.8160,1.2756,5.5286,7.9477,6.7553
TCGA-AR-A24V-01,-5.0116,0.3907,3.8551,2.0604,2.8219,-4.0350,2.4649,5.5432,7.0833,6.2574
TCGA-A7-A4SF-01,-3.6259,0.9268,2.3048,-3.1714,2.4727,-3.3076,0.3346,6.3599,7.5775,8.8531
TCGA-A2-A3XW-01,1.9675,-3.0469,0.7493,-0.4719,0.8488,-2.9324,2.1574,3.4687,7.2117,6.6096
TCGA-BH-A1FE-11,2.8361,0.8246,3.8935,2.3366,1.9968,-1.0559,2.6805,3.9002,5.9416,4.7603
TCGA-A1-A0SI-01,-1.8314,0.9935,0.2154,0.4657,1.9340,-3.0469,3.0020,4.9681,6.5964,5.7293
TCGA-B6-A0RQ-01,1.1577,-0.5756,3.0876,4.0127,1.4600,-2.8262,3.4504,5.5091,6.8089,6.8323
TCGA-B6-A0RP-01,-0.0574,-0.8599,-0.3940,3.1278,1.4808,-4.0350,1.9034,7.8579,8.3555,6.8683
TCGA-BH-A0AW-01,-2.0529,-0.3566,1.0779,-3.3076,0.5470,-3.1714,1.1897,1.0711,5.8939,10.2749
TCGA-E9-A1N9-01,-2.3884,2.2783,1.4335,-0.6873,2.9469,-4.6082,2.6760,7.4409,6.9652,5.5702
TCGA-BH-A18V-11,4.1400,-1.4305,1.9302,1.9340,0.3907,-3.1714,2.8760,3.4804,5.7648,6.0381
